GOL,AMER,ABEV,MGLU,RADL,BOVA
16.739999771118164,31.020000457763672,15.329999923706055,6.71999979019165,23.25,99.93000030517578
16.34000015258789,29.959999084472656,15.3100004196167,6.610000133514404,23.350000381469727,99.56999969482422
15.229999542236328,28.6200008392334,15.010000228881836,6.420000076293945,22.270000457763672,97.0999984741211
15.5,29.260000228881836,14.770000457763672,6.25,21.799999237060547,97.8499984741211
15.770000457763672,27.700000762939453,14.529999732971191,6.21999979019165,21.479999542236328,98.69999694824219
15.699999809265137,27.139999389648438,14.649999618530273,5.739999771118164,21.059999465942383,98.43000030517578
16.170000076293945,28.049999237060547,14.680000305175781,5.869999885559082,21.489999771118164,100.0999984741211
16.700000762939453,29.479999542236328,14.880000114440918,6.309999942779541,22.100000381469727,101.91000366210938
16.75,29.59000015258789,14.989999771118164,6.090000152587891,21.0,101.55000305175781
16.93000030517578,30.309999465942383,15.100000381469727,6.329999923706055,21.0,103.06999969482422
16.770000457763672,30.469999313354492,14.800000190734863,6.119999885559082,20.540000915527344,102.58000183105469
16.3799991607666,30.209999084472656,14.579999923706055,5.889999866485596,20.579999923706055,102.8499984741211
16.450000762939453,33.0181999206543,14.539999961853027,6.309999942779541,20.540000915527344,104.05000305175781
17.010000228881836,33.992835998535156,14.489999771118164,6.650000095367432,20.450000762939453,104.9000015258789
17.059999465942383,34.778507232666016,14.6899995803833,6.900000095367432,21.0,104.69999694824219
16.420000076293945,34.082340240478516,14.699999809265137,6.389999866485596,21.0,104.08000183105469
16.84000015258789,35.1067008972168,15.069999694824219,6.71999979019165,21.600000381469727,106.33000183105469
17.139999389648438,33.95305252075195,15.0,6.75,21.969999313354492,107.38999938964844
17.610000610351562,33.28672409057617,15.399999618530273,7.21999979019165,22.3799991607666,108.19999694824219
17.010000228881836,31.23800277709961,14.930000305175781,6.710000038146973,22.700000762939453,107.58000183105469
18.290000915527344,31.536359786987305,14.970000267028809,7.0,23.15999984741211,107.9800033569336
18.329999923706055,31.09000015258789,14.850000381469727,7.010000228881836,22.81999969482422,109.1500015258789
17.8700008392334,31.209999084472656,14.520000457763672,6.510000228881836,22.959999084472656,107.69000244140625
17.690000534057617,32.0,14.460000038146973,6.53000020980835,22.65999984741211,107.7699966430664
17.059999465942383,32.150001525878906,14.40999984741211,6.329999923706055,21.979999542236328,108.0199966430664
17.209999084472656,32.20000076293945,14.289999961853027,6.309999942779541,22.010000228881836,107.72000122070312
17.549999237060547,33.27000045776367,14.15999984741211,6.539999961853027,21.899999618530273,108.2300033569336
18.290000915527344,34.029998779296875,14.539999961853027,6.599999904632568,22.5,108.2300033569336
18.649999618530273,33.95000076293945,14.75,6.940000057220459,22.399999618530273,109.0999984741211
17.75,32.540000915527344,14.859999656677246,6.349999904632568,22.299999237060547,109.30999755859375
18.209999084472656,33.720001220703125,15.0600004196167,6.480000019073486,23.0,109.5199966430664
19.559999465942383,35.86000061035156,15.380000114440918,6.840000152587891,23.450000762939453,110.5999984741211
19.709999084472656,35.439998626708984,15.079999923706055,6.820000171661377,23.5,110.7699966430664
19.0,34.279998779296875,14.850000381469727,6.630000114440918,23.559999465942383,109.0999984741211
18.93000030517578,33.720001220703125,14.770000457763672,6.360000133514404,23.700000762939453,108.51000213623047
18.270000457763672,31.489999771118164,14.449999809265137,6.019999980926514,23.309999465942383,107.44999694824219
18.43000030517578,29.790000915527344,14.710000038146973,6.070000171661377,23.75,109.0
17.90999984741211,29.690000534057617,14.8100004196167,5.909999847412109,22.31999969482422,107.58000183105469
17.450000762939453,30.200000762939453,14.84000015258789,6.119999885559082,23.190000534057617,107.4800033569336
17.280000686645508,30.5,15.199999809265137,6.010000228881836,23.360000610351562,108.9000015258789
16.760000228881836,32.45000076293945,14.520000457763672,6.309999942779541,23.079999923706055,111.0999984741211
16.09000015258789,31.100000381469727,14.180000305175781,6.309999942779541,23.850000381469727,111.0199966430664
14.859999656677246,30.09000015258789,13.930000305175781,6.289999961853027,23.790000915527344,110.4000015258789
12.279999732971191,27.010000228881836,13.430000305175781,5.849999904632568,22.920000076293945,107.11000061035156
13.149999618530273,26.93000030517578,13.4399995803833,6.050000190734863,22.469999313354492,107.29000091552734
14.739999771118164,27.510000228881836,13.930000305175781,6.230000019073486,23.040000915527344,109.77999877929688
14.010000228881836,26.700000762939453,13.380000114440918,5.960000038146973,22.360000610351562,109.4000015258789
13.380000114440918,24.8799991607666,13.180000305175781,5.690000057220459,22.0,107.69999694824219
13.039999961853027,23.850000381469727,13.319999694824219,5.329999923706055,21.950000762939453,106.04000091552734
13.449999809265137,23.25,13.470000267028809,4.869999885559082,22.3799991607666,104.9000015258789
14.319999694824219,24.40999984741211,13.779999732971191,5.130000114440918,22.399999618530273,107.13999938964844
14.399999618530273,24.6299991607666,13.930000305175781,5.539999961853027,22.479999542236328,108.83000183105469
15.130000114440918,26.959999084472656,14.25,5.820000171661377,22.739999771118164,110.7300033569336
14.920000076293945,26.549999237060547,14.180000305175781,5.71999979019165,22.450000762939453,111.94000244140625
15.329999923706055,28.31999969482422,14.380000114440918,5.809999942779541,22.780000686645508,113.0999984741211
15.5600004196167,28.670000076293945,14.1899995803833,6.0,22.950000762939453,112.9000015258789
16.239999771118164,30.399999618530273,14.199999809265137,6.599999904632568,23.290000915527344,114.73999786376953
16.889999389648438,32.279998779296875,14.319999694824219,6.539999961853027,23.68000030517578,114.75
17.049999237060547,31.959999084472656,14.739999771118164,6.46999979019165,23.670000076293945,114.51000213623047
17.479999542236328,34.650001525878906,15.25,7.0,23.850000381469727,115.75
17.200000762939453,34.54999923706055,15.170000076293945,6.869999885559082,24.049999237060547,115.9000015258789
17.200000762939453,32.650001525878906,15.399999618530273,6.820000171661377,23.940000534057617,115.5999984741211
18.43000030517578,34.0,15.390000343322754,7.349999904632568,24.139999389648438,117.19999694824219
